Number of bedrooms,Number of bathrooms,Living area,Lot area,Average Room Size,Floor Area Ratio,Number of floors,Waterfront present,Average views number,Condition of the house,Built Year,House Age,Renovation Year,Was Renovated,Postal Code,Number of schools nearby,Distance from the airport,Price
4,3,2340,3827,585,0.61,2.0,0,0,3,2008,15,2008,No,122034,3,55,445000
3,1,1050,7500,350,0.14,1.0,0,0,3,1900,123,1900,No,122016,3,67,440000
4,3,2440,15349,610,0.16,2.0,0,1,4,1957,66,1957,No,122043,2,59,425000
4,3,2658,3960,664,0.67,2.0,0,0,3,2014,9,2014,No,122023,2,65,411605
3,2,1460,22651,486,0.06,1.0,0,0,4,1961,62,1961,No,122012,1,64,395000
4,3,1980,7931,495,0.25,1.0,0,0,4,1983,40,1983,No,122038,3,53,395000
3,2,1330,8100,443,0.16,1.0,0,0,4,1969,54,1969,No,122033,1,53,386000
3,3,1710,11500,570,0.15,1.0,0,0,3,1978,45,1978,No,122058,2,71,385000
4,3,2420,5773,605,0.42,2.0,0,0,3,2005,18,2005,No,122024,3,50,376000
3,2,960,8106,320,0.12,1.0,0,0,3,1962,61,1962,No,122005,2,69,375000
3,2,1180,12324,393,0.1,1.0,0,0,3,1981,42,1981,No,122019,3,66,372500
4,3,2390,6426,597,0.37,2.0,0,0,3,1999,24,1999,No,122023,1,79,359800
2,1,920,4095,460,0.22,1.0,0,0,4,1914,109,1914,No,122051,3,63,356000
3,3,2600,5540,866,0.47,2.0,0,0,3,2004,19,2004,No,122024,2,61,355500
4,3,2070,4500,517,0.46,2.0,0,0,3,2004,19,2004,No,122024,3,56,343000
4,3,2610,4781,652,0.55,2.0,0,0,3,2009,14,2009,No,122039,2,72,335000
3,2,1170,5360,390,0.22,1.0,0,0,3,1919,104,1919,No,122034,3,67,335000
3,3,1660,3990,553,0.42,2.0,0,0,3,2009,14,2009,No,122051,3,63,324500
4,3,2192,12128,548,0.18,2.0,0,0,3,2006,17,2006,No,122065,1,56,310000
4,3,1910,5000,477,0.38,2.0,0,0,3,2005,18,2005,No,122024,3,62,297500
5,3,2490,7666,498,0.32,1.0,0,0,4,1989,34,1989,No,122067,2,68,292000
3,2,1680,8424,560,0.2,1.0,0,0,3,1993,30,1993,No,122068,3,64,289000
3,2,1750,9750,583,0.18,1.0,0,0,3,1961,62,1961,No,122043,2,73,279950
4,3,2068,7242,517,0.29,2.0,0,0,4,1976,47,1976,No,122039,1,71,276000
3,2,1890,9450,630,0.2,1.0,0,0,3,1957,66,1957,No,122052,3,69,270000
3,1,1500,13500,500,0.11,1.0,0,0,4,1968,55,1968,No,122015,1,55,270000
3,1,1690,4250,563,0.4,1.0,0,0,3,1967,56,1967,No,122063,1,53,269000
4,3,2100,4237,525,0.5,2.0,0,0,3,2006,17,2006,No,122067,1,57,268500
4,3,2330,7642,582,0.3,1.0,0,0,3,1990,33,1990,No,122018,1,64,257000
3,3,1610,5000,536,0.32,2.0,0,0,3,1994,29,1994,No,122065,3,56,255000
3,3,1510,10384,503,0.15,1.0,0,0,2,1976,47,1976,No,122037,1,60,250000
3,1,1150,4825,383,0.24,1.0,0,0,4,1957,66,1957,No,122012,3,71,240000
3,1,1130,10650,376,0.11,1.0,0,0,3,1954,69,1954,No,122070,3,51,237000
2,1,1190,7408,595,0.16,1.0,0,0,3,1941,82,1941,No,122056,2,70,229000
2,3,1150,2064,575,0.56,2.0,0,0,3,2004,19,2004,No,122039,1,57,214100
4,2,1920,10403,480,0.18,1.0,0,0,3,1959,64,1959,No,122018,1,67,210000
3,1,1010,7560,336,0.13,1.0,0,0,3,1958,65,1958,No,122046,2,50,189000
3,1,1150,19200,383,0.06,1.0,0,0,4,1908,115,1908,No,122039,2,67,165000
4,4,4280,9583,1070,0.45,2.0,0,0,3,2005,18,2005,No,122048,1,55,1600000
2,3,2460,16940,1230,0.15,1.5,0,4,4,1936,87,1936,No,122007,2,51,1370000
4,4,4270,6002,1067,0.71,2.0,0,3,3,2004,19,2004,No,122011,2,54,1300000
4,4,3010,3600,752,0.84,2.0,0,0,3,1999,24,1999,No,122047,1,61,1280000
3,2,2170,16600,723,0.13,1.0,1,2,3,1979,44,1979,No,122005,2,53,1150000
5,3,4400,18500,880,0.24,1.0,0,3,5,1963,60,1963,No,122058,2,69,1120000
4,4,3450,11240,862,0.31,2.0,0,3,4,1960,63,2001,Yes,122031,2,65,1040000
4,3,4150,8436,1037,0.49,2.0,0,0,3,2014,9,2014,No,122020,1,56,969990
4,3,2880,5750,720,0.5,1.5,0,0,5,1928,95,1928,No,122009,3,70,920000
4,3,3240,5562,810,0.58,2.0,0,0,3,2013,10,2013,No,122020,2,63,895000
4,3,3010,7215,752,0.42,2.0,0,0,3,2014,9,2014,No,122010,2,55,879950
5,3,3030,7679,606,0.39,2.0,0,0,3,2014,9,2014,No,122019,1,75,837219
2,2,2280,6815,1140,0.33,1.0,0,0,3,2002,21,2002,No,122045,1,71,835000
4,2,2230,9900,557,0.23,1.5,0,0,5,1959,64,1959,No,122049,3,64,809950
5,3,4600,19831,920,0.23,1.0,0,3,3,1956,67,2015,Yes,122050,2,52,805000
3,3,2670,12187,890,0.22,2.0,0,0,3,1986,37,1986,No,122005,3,80,744000
4,3,2720,3800,680,0.72,2.0,0,0,5,1919,104,1919,No,122006,1,54,739000
4,3,2820,6180,705,0.46,2.0,0,0,3,2013,10,2013,No,122051,1,51,735000
3,3,2550,13458,850,0.19,2.0,0,0,3,1990,33,1990,No,122027,2,54,715000
3,3,2270,23900,756,0.09,1.0,0,0,3,1975,48,1975,No,122050,3,58,680000
3,2,1980,3300,660,0.6,1.5,0,0,4,1926,97,1926,No,122006,1,74,660000
4,3,2840,9354,710,0.3,2.0,0,0,3,1990,33,1990,No,122019,1,80,650000
4,3,2560,5593,640,0.46,2.0,0,0,3,2001,22,2001,No,122045,1,56,600000
4,3,1990,2175,497,0.91,2.0,0,0,3,2005,18,2005,No,122026,2,76,595000
4,3,2630,6326,657,0.42,2.0,0,0,3,2008,15,2008,No,122008,2,68,589500
4,3,2430,4747,607,0.51,2.0,0,0,3,2008,15,2008,No,122012,2,65,585000
3,3,2400,6975,800,0.34,2.0,0,0,3,1993,30,1993,No,122053,1,73,570000
3,2,1900,5000,633,0.38,1.5,0,0,3,1926,97,1926,No,122006,2,57,550000
4,3,2040,6034,510,0.34,2.0,0,0,3,1990,33,1990,No,122006,3,60,545000
3,3,3080,12476,1026,0.25,2.0,0,0,3,1990,33,1990,No,122024,3,72,539500
3,2,2260,9568,753,0.24,1.0,0,0,3,1985,38,1985,No,122019,1,71,539000
5,3,2440,8000,488,0.3,1.0,0,0,4,1972,51,1972,No,122033,2,60,525000
3,2,1480,7040,493,0.21,1.0,0,0,3,1974,49,1974,No,122010,1,55,510000
4,2,1320,14250,330,0.09,1.0,0,0,4,1954,69,1954,No,122010,3,80,510000
4,1,1720,4011,430,0.43,1.5,0,0,4,1904,119,1904,No,122026,1,59,500000
2,1,890,4590,445,0.19,1.0,0,0,3,1923,100,1923,No,122007,1,59,475000
3,3,2030,2805,676,0.72,2.0,0,0,3,2001,22,2001,No,122012,3,69,471000
4,3,2070,7500,517,0.28,2.0,0,0,4,1977,46,1977,No,122033,3,59,465000
4,3,1740,8449,435,0.21,1.0,0,0,4,1958,65,1958,No,122029,3,59,455000
2,2,1740,5400,870,0.32,1.0,0,0,4,1946,77,1946,No,122006,2,79,452000
3,3,1480,1961,493,0.75,2.0,0,0,3,2005,18,2005,No,122011,2,50,450000
4,2,1470,8395,367,0.18,1.0,0,0,4,1965,58,1965,No,122029,3,56,445000
2,1,1260,4080,630,0.31,1.5,0,0,5,1926,97,1926,No,122006,1,74,435000
3,2,980,5000,326,0.2,1.0,0,0,3,1940,83,1940,No,122054,2,62,435000
3,2,1470,6250,490,0.24,1.0,0,3,4,1939,84,1939,No,122014,1,57,432000
3,2,1910,12596,636,0.15,1.0,0,0,3,1977,46,1977,No,122021,2,70,415000
4,2,1880,14653,470,0.13,2.0,0,0,3,1978,45,1978,No,122041,1,78,407193
3,3,2700,9994,900,0.27,1.0,0,3,4,1959,64,1959,No,122043,2,67,402000
2,2,1490,4080,745,0.37,1.0,0,0,3,1956,67,1956,No,122064,1,50,389250
3,1,1560,14333,520,0.11,1.0,0,0,4,1953,70,1953,No,122031,1,50,387500
4,1,1550,7740,387,0.2,1.5,0,0,3,1954,69,1954,No,122064,3,69,385200
3,2,1020,7020,340,0.15,1.5,0,0,4,1953,70,1953,No,122014,3,53,360000
3,2,1370,9900,456,0.14,1.0,0,0,4,1983,40,1983,No,122040,2,79,320000
3,2,1750,12500,583,0.14,1.0,0,0,3,1954,69,1954,No,122036,1,75,315000
4,3,2680,15508,670,0.17,2.0,0,0,3,1999,24,1999,No,122018,1,52,300000
3,2,1970,9600,656,0.21,1.0,0,0,4,1967,56,1967,No,122040,3,54,294700
2,1,780,5000,390,0.16,1.0,0,0,4,1943,80,1943,No,122052,1,54,285000
5,3,2690,5557,538,0.48,2.0,0,0,3,2012,11,2012,No,122063,3,54,279000
4,3,1900,8600,475,0.22,1.0,0,0,4,1975,48,1975,No,122018,1,63,270000
2,1,810,4800,405,0.17,1.0,0,0,3,1948,75,1948,No,122064,1,67,253500
2,1,1730,9610,865,0.18,1.0,0,0,3,1962,61,1962,No,122039,2,67,200000
3,1,1840,5000,613,0.37,1.0,0,0,4,1953,70,1953,No,122031,3,70,185000
4,3,2460,5500,615,0.45,2.0,0,0,3,1998,25,1998,No,122019,1,57,568500
3,3,1730,2940,576,0.59,3.0,0,0,3,1985,38,1985,No,122007,1,80,490000
4,3,3070,6432,767,0.48,2.0,0,0,3,2006,17,2006,No,122042,3,63,462000
4,3,2370,9360,592,0.25,2.0,0,0,4,1979,44,1979,No,122005,1,63,684680
3,3,2300,7398,766,0.31,2.0,0,0,3,2001,22,2001,No,122008,3,61,567500
4,3,1780,4169,445,0.43,2.0,0,0,3,1994,29,1994,No,122011,1,80,540000
5,3,2870,4369,574,0.66,2.0,0,0,3,2007,16,2007,No,122017,3,67,540000
3,3,3400,7200,1133,0.47,2.0,0,2,3,2009,14,2009,No,122053,2,64,530000
3,1,1300,3550,433,0.37,1.5,0,0,3,1927,96,1927,No,122004,3,68,455000
2,1,1440,3225,720,0.45,1.0,0,0,3,1915,108,1915,No,122028,3,73,445000
4,3,1811,4381,452,0.41,2.0,0,0,3,2007,16,2007,No,122042,2,52,260000
4,4,3300,15907,825,0.21,2.0,0,0,5,1985,38,1985,No,122057,1,73,1350000
4,3,4250,19387,1062,0.22,2.0,0,2,4,1972,51,1972,No,122057,1,69,1340000
4,3,2740,16007,685,0.17,2.0,0,0,3,1984,39,1984,No,122071,3,57,1230000
3,3,2850,10474,950,0.27,1.0,0,0,4,1954,69,1954,No,122048,2,59,1150000
4,4,4060,19290,1015,0.21,2.0,0,0,3,2002,21,2002,No,122019,3,60,1020000
4,3,2730,4800,682,0.57,1.5,0,0,5,1909,114,1909,No,122003,3,73,980000
3,3,2630,10100,876,0.26,1.0,0,0,4,1967,56,1967,No,122027,2,79,852500
4,3,2030,3905,507,0.52,1.5,0,0,4,1926,97,1926,No,122028,2,77,831000
4,4,2050,5000,512,0.41,2.0,0,0,4,1987,36,1987,No,122047,3,53,750000
4,3,3150,7778,787,0.4,2.0,0,0,3,2000,23,2000,No,122020,1,54,700000
4,3,2380,13435,595,0.18,2.0,0,0,3,1992,31,1992,No,122020,1,66,648000
3,3,2140,8925,713,0.24,2.0,0,0,3,1991,32,1991,No,122019,2,64,640000
4,2,2030,9300,507,0.22,1.0,0,0,4,1976,47,1976,No,122005,3,63,627000
3,2,2210,16200,736,0.14,1.0,0,0,3,1958,65,1958,No,122049,1,63,625000
3,3,2590,7237,863,0.36,2.0,0,0,3,2004,19,2004,No,122022,3,70,620000
4,3,3190,7399,797,0.43,2.0,0,0,3,2006,17,2006,No,122024,2,68,609900
4,4,3730,15029,932,0.25,2.0,0,2,3,1991,32,1991,No,122035,3,66,599950
2,2,1870,6275,935,0.3,1.0,0,0,3,2003,20,2003,No,122045,3,70,579000
3,2,2050,3520,683,0.58,1.0,0,0,4,1977,46,1977,No,122016,3,64,568000
4,3,2800,12831,700,0.22,2.0,0,0,3,2001,22,2001,No,122055,2,67,563500
3,2,2070,5386,690,0.38,1.0,0,0,4,1948,75,1948,No,122007,2,74,559000
3,2,1760,10780,586,0.16,1.0,0,0,3,1977,46,1977,No,122049,3,53,554000
3,3,2260,4165,753,0.54,2.0,0,0,3,2005,18,2005,No,122020,3,66,550000
4,3,2700,5100,675,0.53,1.0,0,0,4,1968,55,1968,No,122016,1,80,550000
3,2,1380,3402,460,0.41,1.5,0,0,3,1900,123,2000,Yes,122044,2,68,550000
3,3,1530,3464,510,0.44,2.0,0,0,3,1998,25,1998,No,122030,1,66,546000
3,3,2190,7149,730,0.31,1.0,0,1,4,1963,60,1963,No,122053,2,69,539950
3,3,1900,6224,633,0.31,2.0,0,0,3,2005,18,2005,No,122020,1,75,536000
3,2,1300,8800,433,0.15,1.0,0,0,4,1963,60,1963,No,122029,2,60,502000
4,2,2240,9886,560,0.23,1.5,0,0,4,1965,58,1965,No,122029,3,55,500000
4,2,2220,6500,555,0.34,2.0,0,3,4,1964,59,1964,No,122031,2,78,480000
4,3,1980,11443,495,0.17,1.0,0,0,5,1952,71,1952,No,122014,1,54,475000
4,3,2330,9928,582,0.23,2.0,0,0,3,1998,25,1998,No,122025,2,70,471000
3,2,1640,13500,546,0.12,1.0,0,0,3,1940,83,1940,No,122022,1,70,450000
4,3,2170,14024,542,0.15,2.0,0,0,3,1992,31,1992,No,122055,3,64,442500
3,2,2240,8153,746,0.27,1.0,0,0,3,1948,75,1948,No,122022,2,52,440000
3,3,1890,7200,630,0.26,1.0,0,0,4,1973,50,1973,No,122022,3,62,435000
2,1,800,5000,400,0.16,1.0,0,0,3,1906,117,1906,No,122026,2,75,435000
3,2,1310,2550,436,0.51,1.0,0,0,3,1986,37,1986,No,122028,3,64,428000
2,1,910,6460,455,0.14,1.0,0,0,4,1905,118,1905,No,122026,2,55,425000
2,1,920,6600,460,0.14,1.0,0,0,3,1919,104,2003,Yes,122051,1,73,417000
3,1,1410,5060,470,0.28,1.0,0,0,4,1956,67,1956,No,122038,2,70,410000
3,3,1960,4400,653,0.45,2.0,0,0,3,2006,17,2006,No,122008,2,50,410000
2,1,710,1136,355,0.62,2.0,0,0,4,1943,80,1943,No,122013,2,74,403950
2,1,1140,5100,570,0.22,1.0,0,0,3,1942,81,1942,No,122016,3,67,400000
4,4,2370,3692,592,0.64,2.5,0,0,3,2013,10,2013,No,122053,3,59,400000
3,3,1720,1715,573,1.0,2.0,0,0,3,2004,19,2004,No,122016,2,70,398000
4,2,2700,7875,675,0.34,1.5,0,0,4,1968,55,1968,No,122046,1,55,390000
3,2,1230,7500,410,0.16,1.0,0,0,3,1987,36,1987,No,122033,2,68,385000
4,2,2020,7560,505,0.27,1.0,0,0,4,1960,63,1960,No,122015,3,78,379000
2,1,730,7528,365,0.1,1.0,0,0,3,1946,77,1946,No,122006,3,73,378500
3,2,1710,10800,570,0.16,1.0,0,0,4,1958,65,1958,No,122058,1,80,368000
4,3,2190,14937,547,0.15,2.0,0,0,3,1993,30,1993,No,122039,3,61,367300
3,3,1800,2700,600,0.67,2.0,0,0,3,2011,12,2011,No,122064,2,54,365000
3,3,2500,8304,833,0.3,2.0,0,0,3,1997,26,1997,No,122067,3,67,364900
2,2,1060,1241,530,0.85,2.0,0,0,3,2008,15,2008,No,122054,2,68,352750
3,2,1240,8050,413,0.15,1.0,0,0,4,1978,45,1978,No,122019,1,58,347000
3,3,1210,1420,403,0.85,3.0,0,0,3,2008,15,2008,No,122028,1,70,345000
4,2,1920,7665,480,0.25,1.0,0,0,4,1975,48,1975,No,122046,3,80,341000
3,2,1350,11805,450,0.11,1.0,0,0,3,1986,37,1986,No,122055,1,78,325000
3,3,1480,1590,493,0.93,2.0,0,0,3,2010,13,2010,No,122034,1,56,315000
4,3,1980,5909,495,0.34,2.0,0,0,3,2003,20,2003,No,122067,2,56,307550
2,1,740,5995,370,0.12,1.0,0,0,4,1949,74,1949,No,122038,1,71,304700
4,3,2390,4500,597,0.53,2.0,0,0,3,1974,49,1974,No,122042,1,71,290000
3,2,1860,7963,620,0.23,1.0,0,0,3,1963,60,1963,No,122070,1,51,288350
4,3,1990,7252,497,0.27,1.0,0,0,3,1999,24,1999,No,122072,3,50,270000
2,1,1200,9000,600,0.13,1.0,0,2,5,1917,106,1917,No,122043,2,80,255000
3,3,2210,8000,736,0.28,2.0,0,0,4,1969,54,1969,No,122018,2,79,250250
5,2,2520,5753,504,0.44,1.5,0,0,4,1928,95,1928,No,122068,1,51,250000
4,1,1910,16320,477,0.12,1.5,0,0,3,1934,89,1934,No,122034,2,62,240000
3,2,1330,6301,443,0.21,1.0,0,0,3,1998,25,1998,No,122072,3,50,236000
3,1,1590,13000,530,0.12,1.5,0,0,3,1944,79,1944,No,122031,3,74,235000
3,1,1330,8912,443,0.15,1.0,0,0,3,1948,75,1948,No,122070,2,54,234999
4,2,1300,21000,325,0.06,1.0,0,0,4,1969,54,1969,No,122039,2,58,229950
3,2,1150,8686,383,0.13,1.0,0,0,4,1963,60,1963,No,122042,1,52,213400
4,2,1980,9000,495,0.22,1.0,0,0,2,1978,45,1978,No,122018,1,74,213000
2,2,1030,21712,515,0.05,1.0,0,0,4,1938,85,1938,No,122056,2,62,212500
4,3,3700,21755,925,0.17,1.0,0,4,3,1988,35,1988,No,122027,1,63,1250000
5,3,2830,7500,566,0.38,2.0,0,0,3,1923,100,1923,No,122004,3,50,1240000
4,3,3040,5432,760,0.56,2.0,0,0,3,2001,22,2001,No,122057,3,72,1230000
5,4,3630,6000,726,0.6,1.5,0,0,3,2004,19,2004,No,122010,1,57,1180000
3,3,2940,4622,980,0.64,2.0,0,0,4,1988,35,1988,No,122004,2,60,1070000
5,4,3230,3825,646,0.84,2.0,0,0,3,2014,9,2014,No,122007,3,53,1060000
6,4,2930,14980,488,0.2,2.0,0,3,3,2013,10,2013,No,122027,3,51,915000
4,3,2580,3909,645,0.66,2.0,0,0,3,2013,10,2013,No,122010,2,63,899900
5,3,2550,20875,510,0.12,1.0,0,0,4,1953,70,1953,No,122048,2,75,895000
4,3,3340,12248,835,0.27,2.0,0,1,3,1998,25,1998,No,122064,2,76,870000
3,3,1620,4500,540,0.36,2.0,0,0,4,1926,97,1926,No,122003,1,72,800000
5,4,2750,7500,550,0.37,2.0,0,1,3,1937,86,1997,Yes,122010,3,54,750000
3,1,1580,5000,526,0.32,1.5,0,0,3,1926,97,1926,No,122007,2,51,749000
4,4,3490,7024,872,0.5,2.0,0,0,3,2006,17,2006,No,122020,1,63,745000
3,3,3000,25341,1000,0.12,2.0,0,0,3,1995,28,1995,No,122045,1,53,740000
3,4,2440,3427,813,0.71,2.0,0,0,3,2000,23,2000,No,122049,2,61,710000
3,2,2080,3880,693,0.54,1.0,0,0,5,1954,69,1954,No,122007,2,55,700000
5,3,3100,9825,620,0.32,2.0,0,2,4,1950,73,1982,Yes,122022,1,77,700000
3,3,2540,4694,846,0.54,2.0,0,0,3,2005,18,2005,No,122019,2,80,695000
4,4,3510,9364,877,0.37,2.0,0,0,3,2001,22,2001,No,122008,3,80,695000
3,2,1760,8400,586,0.21,1.0,0,0,4,1960,63,1960,No,122016,1,51,680000
3,2,1820,5500,606,0.33,1.0,0,0,4,1957,66,1957,No,122006,3,66,659500
3,3,2510,6320,836,0.4,2.0,0,0,3,1996,27,1996,No,122020,3,60,659000
3,2,2050,11856,683,0.17,1.0,0,0,3,1962,61,1962,No,122027,3,64,655275
4,3,2560,9731,640,0.26,2.0,0,0,4,1973,50,1973,No,122033,1,73,650000
4,3,2490,9714,622,0.26,1.0,0,0,4,1983,40,1983,No,122017,2,53,608000
4,2,2750,7807,687,0.35,1.5,0,0,5,1916,107,1916,No,122022,1,71,571000
5,3,3670,10583,734,0.35,1.0,0,0,5,1952,71,1952,No,122014,2,52,569000
4,2,2440,5000,610,0.49,1.0,0,0,3,1954,69,1954,No,122007,2,65,566000
3,3,2340,16500,780,0.14,1.0,0,0,4,1972,51,1972,No,122020,3,52,563000
4,2,2180,3870,545,0.56,1.0,0,0,3,1900,123,1900,No,122044,3,58,558000
3,2,2180,4976,726,0.44,1.5,0,2,4,1930,93,1930,No,122064,3,75,555000
4,3,2790,8853,697,0.32,2.0,0,0,3,2013,10,2013,No,122025,1,68,533112
5,3,2880,8364,576,0.34,2.0,0,0,3,2006,17,2006,No,122015,2,73,525000
3,2,2110,5150,703,0.41,1.0,0,0,5,1919,104,1919,No,122051,1,70,516200
3,3,1800,5001,600,0.36,2.0,0,0,3,1996,27,1996,No,122033,1,54,515000
3,3,2340,5957,780,0.39,2.0,0,0,3,1995,28,1995,No,122058,3,56,505000
2,3,1060,1208,530,0.88,2.0,0,0,3,2005,18,2005,No,122013,2,60,499950
2,1,1220,3000,610,0.41,1.0,0,0,3,1926,97,1926,No,122007,2,51,499000
3,2,2220,10275,740,0.22,2.0,0,0,3,1980,43,1980,No,122012,1,56,490000
4,3,3020,8302,755,0.36,2.0,0,0,4,1994,29,1994,No,122035,1,71,490000
4,2,1210,11100,302,0.11,1.0,0,0,4,1955,68,1955,No,122027,3,63,483300
4,2,2320,4322,580,0.54,1.0,0,0,3,1910,113,1910,No,122054,2,53,480000
5,3,2732,9500,546,0.29,1.0,0,2,4,1975,48,1975,No,122040,2,50,480000
3,2,2290,14800,763,0.15,1.0,0,0,3,1965,58,1965,No,122014,2,69,470000
2,1,1470,7137,735,0.21,1.0,0,0,3,1941,82,1941,No,122028,3,70,445434
3,2,1290,1286,430,1.0,3.0,0,0,3,2000,23,2000,No,122028,1,79,440000
5,3,1970,15247,394,0.13,1.0,0,0,3,1986,37,1986,No,122036,2,80,435000
3,2,1870,7189,623,0.26,1.0,0,0,3,1959,64,1959,No,122051,1,55,433000
3,2,2010,9480,670,0.21,1.0,0,0,3,1951,72,1951,No,122022,2,62,429950
2,1,860,3880,430,0.22,1.0,0,0,4,1916,107,1916,No,122007,1,51,420000
4,1,1390,10800,347,0.13,1.5,0,0,4,1941,82,1941,No,122050,1,67,417500
3,3,2090,6045,696,0.35,2.0,0,0,3,2000,23,2000,No,122053,1,71,415000
2,1,1100,3598,550,0.31,1.0,0,0,4,1926,97,1926,No,122054,2,57,403000
4,3,2530,7563,632,0.33,1.0,0,0,3,1978,45,1978,No,122017,3,59,400000
2,1,710,1157,355,0.61,2.0,0,0,4,1943,80,1943,No,122013,1,53,399950
4,3,1940,6555,485,0.3,2.0,0,0,3,1990,33,1990,No,122024,3,74,392000
4,2,1720,8750,430,0.2,1.0,0,0,3,1971,52,1971,No,122033,3,78,385000
4,2,1680,11123,420,0.15,1.0,0,0,3,1959,64,1959,No,122050,2,63,380000
3,2,1530,7200,510,0.21,1.0,0,0,3,1975,48,1975,No,122014,3,77,375500
4,3,2210,9427,552,0.23,2.0,0,0,3,1999,24,1999,No,122060,2,71,375000
4,3,1960,7133,490,0.27,2.0,0,0,3,2002,21,2002,No,122053,3,51,369990
3,2,1520,8625,506,0.18,1.0,0,0,3,1976,47,1976,No,122017,3,52,366000
4,2,1630,10375,407,0.16,1.0,0,0,5,1968,55,1968,No,122037,3,65,360000
3,2,1890,9100,630,0.21,2.0,0,0,4,1952,71,1952,No,122038,3,70,359950
3,2,1540,6909,513,0.22,1.0,0,0,4,1955,68,1955,No,122014,3,76,345000
3,2,2430,9133,810,0.27,1.0,0,0,4,1978,45,1978,No,122015,1,78,335000
4,3,1930,9643,482,0.2,2.0,0,0,4,1992,31,1992,No,122067,1,52,315000
2,1,1740,3622,870,0.48,1.0,0,0,4,1924,99,1924,No,122051,1,66,315000
3,2,1420,7650,473,0.19,1.0,0,0,4,1984,39,1984,No,122053,2,59,310000
4,1,1740,11075,435,0.16,1.5,0,0,3,1965,58,1965,No,122038,1,75,310000
3,3,1780,6771,593,0.26,1.0,0,0,3,1990,33,1990,No,122034,3,78,310000
4,1,1150,8184,287,0.14,1.5,0,0,3,1947,76,1947,No,122014,3,50,307000
2,2,1010,7719,505,0.13,2.0,0,0,3,1981,42,1981,No,122053,1,60,306888
4,3,2009,5000,502,0.4,2.0,0,0,3,2014,9,2014,No,122023,3,52,303210
2,2,1651,18200,825,0.09,1.0,0,0,3,1946,77,1946,No,122069,2,71,285000
4,3,1940,6206,485,0.31,2.0,0,0,3,1990,33,1990,No,122018,3,77,278500
3,3,1560,4200,520,0.37,2.0,0,0,3,2003,20,2003,No,122024,2,71,269000
2,1,1380,5000,690,0.28,1.0,0,0,3,1943,80,1943,No,122059,3,60,268000
3,2,2040,7281,680,0.28,1.0,0,0,3,1962,61,1962,No,122070,1,71,253000
3,2,1320,7200,440,0.18,1.0,0,0,5,1975,48,1975,No,122067,3,67,251750
3,2,1590,7560,530,0.21,1.0,0,0,3,1984,39,1984,No,122067,1,60,250000
4,1,1200,7200,300,0.17,1.5,0,0,3,1944,79,1944,No,122063,3,60,227000
3,2,1760,26055,586,0.07,1.0,0,0,3,1979,44,1979,No,122035,3,68,225000
3,1,970,7742,323,0.13,1.0,0,0,4,1967,56,1967,No,122040,3,59,219900
3,1,920,9812,306,0.09,1.0,0,0,4,1962,61,1962,No,122039,2,64,199500
3,2,1330,9200,443,0.14,1.0,0,0,4,1973,50,1973,No,122023,1,56,183000
6,2,1930,8400,321,0.23,1.0,0,0,3,1971,52,1971,No,122052,1,64,175000
3,1,970,6600,323,0.15,1.0,0,0,3,1965,58,1965,No,122056,1,50,165000
3,1,1010,9450,336,0.11,1.0,0,0,4,1959,64,1959,No,122043,3,62,149500
4,1,1120,2685,280,0.42,1.0,0,0,3,1939,84,1939,No,122042,2,62,100000
5,4,4210,17258,842,0.24,2.0,0,3,3,1995,28,1995,No,122027,1,62,1370000
5,3,2340,6000,468,0.39,2.0,0,0,4,1922,101,1922,No,122054,3,60,1090000
5,3,2510,4125,502,0.61,1.5,0,3,5,1925,98,1925,No,122054,2,50,881000
4,3,3470,5414,867,0.64,2.0,0,0,3,1995,28,1995,No,122037,1,64,875000
4,3,3320,11901,830,0.28,2.0,0,0,5,1977,46,1977,No,122027,2,58,852600
3,3,2070,13241,690,0.16,1.5,0,0,5,1910,113,1910,No,122013,2,67,850830
4,3,3370,6675,842,0.5,1.0,0,3,4,1948,75,1948,No,122054,3,76,813000
4,3,3280,6181,820,0.53,2.0,0,0,3,2001,22,2001,No,122019,1,78,809950
4,4,2690,4000,672,0.67,2.0,0,3,4,1909,114,1989,Yes,122003,3,68,800000
3,2,2210,6300,736,0.35,1.5,0,0,5,1916,107,1916,No,122054,3,79,799000
3,4,4500,21870,1500,0.21,2.0,0,0,3,2004,19,2004,No,122023,3,67,785000
3,2,2430,14607,810,0.17,1.0,0,1,3,1949,74,1970,Yes,122057,3,59,762400
4,3,2810,10986,702,0.26,2.0,0,0,3,1997,26,1997,No,122020,1,77,742000
4,3,2490,17833,622,0.14,2.0,0,2,3,1979,44,1979,No,122022,3,51,740000
4,2,2460,5100,615,0.48,1.5,0,0,5,1909,114,1909,No,122006,3,57,735000
5,3,3240,6863,648,0.47,2.0,0,0,3,2013,10,2013,No,122053,1,58,719950
3,3,2500,7378,833,0.34,1.0,0,0,5,1948,75,1948,No,122050,1,59,700000
6,3,4250,4400,708,0.97,2.5,0,0,4,1902,121,1902,No,122051,2,66,665000
4,3,4140,24190,1035,0.17,2.0,0,0,3,2002,21,2002,No,122023,3,56,657500
2,1,1030,5750,515,0.18,1.0,0,0,5,1928,95,1928,No,122009,1,75,650000
4,2,2090,3610,522,0.58,1.5,0,0,5,1927,96,1927,No,122006,3,55,619400
4,2,1680,5000,420,0.34,1.0,0,0,3,1950,73,1950,No,122006,1,65,588000
